GUBERNATORIAL National Summary 2020
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,20161108,General,Washington,"1,476,346","Bryant, Bill",Challenger,"1,760,520","Inslee, Jay",Incumbent,Write-in,"8,416",Scattered Write-Ins,Challenger,N/A,"284,174",D,.26,45.61,54.39,
Governor,N/A,20161108,General,Delaware,"166,852","Bonini, Colin",Challenger,"248,404","Carney, John C. Jr.",Challenger,Green,"5,951","Groff, Andrew Richard",Challenger,"4,577","81,552",D,1.40,40.18,59.82,"The other vote was: Goward, Sean (Libertarian) 4,577"
Governor,N/A,20161108,General,New Hampshire,"354,040","Sununu, Chris",Challenger,"337,589","Van Ostern, Colin",Challenger,Libertarian,"31,243","Abramson, Max",Challenger,"1,991","16,451",R,4.31,51.19,48.81,"The other vote was: Scattered Write-Ins (Write-in) 1,991"
Governor,N/A,20161108,General,Indiana,"1,397,396","Holcomb, Eric",Challenger,"1,235,503","Gregg, John R.",Challenger,Libertarian,"87,025","Bell, Rex",Challenger,44,"161,893",R,3.20,53.07,46.93,"The other vote was: Adkins, Jack (Independent) 41; Stried, Christopher (Independent) 3"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,"19,579,173","9,688,152","9,288,358","440,596","162,067","399,794",R,49.48,47.44,2.25,.83,51.05,48.95
,
,
,
GUBERNATORIAL National Summary 2015
,
Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,20151103,General,Kentucky,"511,374","Bevin, Matt G.",Challenger,"426,620","Conway, Jack",Challenger,Independent,"35,597","Curtis, Drew",Challenger,101,"84,754",R,3.66,54.52,45.48,"The other vote was: Whyte, Blackii Effing (Write-in) 71; Gatewood, Gatewood B. (Write-in) 30"
Governor,N/A,20151103,General,Mississippi,"480,399","Bryant, Phil",Incumbent,"234,858","Gray, Robert",Challenger,Reform,"9,950","O'Hara, Shawn",Challenger,N/A,"245,541",R,1.37,67.16,32.84,
